Generated data
------------------------
Period	Type	Category	Account	Cost Centre	Description	Amount
3/12/1793	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-21329.29
3/1/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-57646.47
3/2/1792	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-71986.86
3/3/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36646.21
3/4/1792	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-79615.3
3/5/1792	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-77751.05
3/6/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-89176.38
3/7/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-13853.33
3/8/1792	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-96673.25
3/9/1792	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-37701.95
3/10/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-50859.0
3/11/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-77617.83
3/12/1792	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-56631.2
3/1/1791	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-42955.25
3/2/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-37146.5
3/3/1791	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-11967.62
3/4/1791	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-84858.77
3/5/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-80009.1
3/6/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-1697.11
3/7/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-88719.92
3/8/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-21014.07
3/9/1791	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-49209.95
3/10/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-19502.07
3/11/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-24255.92
3/12/1791	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-89464.75
3/1/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-18525.76
3/2/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-21633.17
3/3/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-34325.65
3/4/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-69290.34
3/5/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-31010.95
3/6/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-37843.59
3/7/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-97905.42
3/8/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-84530.79
3/9/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-27788.83
3/10/1790	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-91032.84
3/11/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-699.37
3/12/1790	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-2307.1
3/1/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-60858.07
3/2/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-93340.24
3/3/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-21494.03
3/4/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-99018.49
3/5/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-19625.83
3/6/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-40562.68
3/7/1789	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-84472.83
3/8/1789	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-88096.33
3/9/1789	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36374.3
3/10/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-56673.89
3/11/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-34991.89
3/12/1789	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-30913.83
3/1/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-74776.08
3/2/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-67885.1
3/3/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-47237.1
3/4/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-39483.2
3/5/1788	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-68039.57
3/6/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-99532.5
3/7/1788	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-28557.16
3/8/1788	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-24707.36
3/9/1788	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-23810.2
3/10/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-92737.24
3/11/1788	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-49549.64
3/12/1788	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-726.01
3/1/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-30337.53
3/2/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-22621.97
3/3/1787	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-54170.54
3/4/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-84297.0
3/5/1787	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-59663.34
3/6/1787	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-5724.16
3/7/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-62414.73
3/8/1787	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-80854.35
3/9/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-28255.14
3/10/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-12117.46
3/11/1787	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-23028.65
3/12/1787	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-43585.79
3/1/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-79283.43
3/2/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-81297.64
3/3/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-8990.46
3/4/1786	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-16812.79
3/5/1786	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-89836.07
3/6/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-52384.37
3/7/1786	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-33009.94
3/8/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-97250.58
3/9/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-31660.14
3/10/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-43900.41
3/11/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-55416.91
3/12/1786	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-44014.88
3/1/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-45271.17
3/2/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-6297.88
3/3/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-47670.49
3/4/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-21536.36
3/5/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-3017.17
3/6/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-93032.44
3/7/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-90195.5
3/8/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-11060.41
3/9/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-33051.9
3/10/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-30381.81
3/11/1785	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-49740.37
3/12/1785	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-26621.6
3/1/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-42194.86
3/2/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-62093.08
3/3/1784	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-7027.13
3/4/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-36686.41
3/5/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-96429.74
3/6/1784	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-32672.23
3/7/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-45652.52
3/8/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-20208.01
3/9/1784	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-96888.88
3/10/1784	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-19662.83
3/11/1784	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-91642.39
3/12/1784	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-28581.95
3/1/1783	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-48755.99
3/2/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-30984.21
3/3/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-94686.69
3/4/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-84853.92
3/5/1783	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-15681.95
3/6/1783	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-42499.53
3/7/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-29142.86
3/8/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-28239.45
3/9/1783	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-92430.4
3/10/1783	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-4003.43
3/11/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-46862.7
3/12/1783	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-32864.68
3/1/1782	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-59645.98
3/2/1782	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-90752.59
3/3/1782	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-8210.57
3/4/1782	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-94749.71
3/5/1782	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-82971.03
3/6/1782	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-14029.87
3/7/1782	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-75452.21
3/8/1782	Budget	Income	Rendering of services	Sales	Rendering of services monthly transactions	-37292.0
3/9/1782	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-93556.72
3/10/1782	Budget	Income	Sale of products	Sales	Sale of products monthly transactions	-93916.17
